COU,Domain,Measure,Scope,Year,Value
SXM,Terrestrial,Percent of total land/EEZ area,Country,2006,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2007,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2008,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2009,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2010,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2011,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2012,0.2232142857
SXM,Terrestrial,Percent of total land/EEZ area,Country,2013,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2014,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2015,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2016,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2017,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2018,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2019,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2020,0.4464285714
SXM,Terrestrial,Percent of total land/EEZ area,Country,2021,0.4464285714
BES,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1713796058
BES,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1713796058
BES,Terrestrial,Percent of total land/EEZ area,Country,1970,13.71036847
BES,Terrestrial,Percent of total land/EEZ area,Country,1980,18.7089403
BES,Terrestrial,Percent of total land/EEZ area,Country,1985,18.7089403
BES,Terrestrial,Percent of total land/EEZ area,Country,1990,22.85061411
BES,Terrestrial,Percent of total land/EEZ area,Country,1995,22.85061411
BES,Terrestrial,Percent of total land/EEZ area,Country,2000,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2001,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2002,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2003,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2004,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2005,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2006,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2007,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2008,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2009,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2010,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2011,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2012,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2013,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2014,23.59325907
BES,Terrestrial,Percent of total land/EEZ area,Country,2015,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2016,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2017,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2018,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2019,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2020,28.96315338
BES,Terrestrial,Percent of total land/EEZ area,Country,2021,28.96315338
OECD,Terrestrial,Percent of total land/EEZ area,Country,1950,1.706220521
OECD,Terrestrial,Percent of total land/EEZ area,Country,1960,2.238828806
OECD,Terrestrial,Percent of total land/EEZ area,Country,1970,3.178237612
OECD,Terrestrial,Percent of total land/EEZ area,Country,1980,5.315416854
OECD,Terrestrial,Percent of total land/EEZ area,Country,1985,5.938322907
OECD,Terrestrial,Percent of total land/EEZ area,Country,1990,7.335584025
OECD,Terrestrial,Percent of total land/EEZ area,Country,1995,8.375292865
OECD,Terrestrial,Percent of total land/EEZ area,Country,2000,9.687532704
OECD,Terrestrial,Percent of total land/EEZ area,Country,2001,9.874933189
OECD,Terrestrial,Percent of total land/EEZ area,Country,2002,10.4224554
OECD,Terrestrial,Percent of total land/EEZ area,Country,2003,10.76346477
OECD,Terrestrial,Percent of total land/EEZ area,Country,2004,11.08148448
OECD,Terrestrial,Percent of total land/EEZ area,Country,2005,11.31344229
OECD,Terrestrial,Percent of total land/EEZ area,Country,2006,11.55834433
OECD,Terrestrial,Percent of total land/EEZ area,Country,2007,11.94360403
OECD,Terrestrial,Percent of total land/EEZ area,Country,2008,12.34306607
OECD,Terrestrial,Percent of total land/EEZ area,Country,2009,12.76964074
OECD,Terrestrial,Percent of total land/EEZ area,Country,2010,12.95600975
OECD,Terrestrial,Percent of total land/EEZ area,Country,2011,13.23983762
OECD,Terrestrial,Percent of total land/EEZ area,Country,2012,13.67364739
OECD,Terrestrial,Percent of total land/EEZ area,Country,2013,14.13445116
OECD,Terrestrial,Percent of total land/EEZ area,Country,2014,14.48630554
OECD,Terrestrial,Percent of total land/EEZ area,Country,2015,14.92805966
OECD,Terrestrial,Percent of total land/EEZ area,Country,2016,15.17873988
OECD,Terrestrial,Percent of total land/EEZ area,Country,2017,15.29226015
OECD,Terrestrial,Percent of total land/EEZ area,Country,2018,15.52353544
OECD,Terrestrial,Percent of total land/EEZ area,Country,2019,15.72675403
OECD,Terrestrial,Percent of total land/EEZ area,Country,2020,16.02077885
OECD,Terrestrial,Percent of total land/EEZ area,Country,2021,16.02077885
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1950,1.149513054
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1960,1.904900605
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1970,2.821300164
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1980,4.885886604
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1985,6.016077719
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1990,8.759437214
OECDE,Terrestrial,Percent of total land/EEZ area,Country,1995,11.22396145
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2000,14.89562261
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2001,15.5140869
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2002,15.87581428
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2003,16.73536899
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2004,18.58108044
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2005,19.10584208
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2006,20.27115621
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2007,20.87926718
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2008,21.53179792
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2009,22.24129759
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2010,22.58694208
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2011,22.81207504
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2012,22.91763594
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2013,23.00740662
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2014,23.21516418
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2015,23.70474157
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2016,23.87504493
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2017,24.11804573
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2018,24.53068477
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2019,24.7708705
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2020,24.77137901
OECDE,Terrestrial,Percent of total land/EEZ area,Country,2021,24.77137901
EA19,Terrestrial,Percent of total land/EEZ area,Country,1950,1.784293464
EA19,Terrestrial,Percent of total land/EEZ area,Country,1960,2.223815172
EA19,Terrestrial,Percent of total land/EEZ area,Country,1970,3.25451985
EA19,Terrestrial,Percent of total land/EEZ area,Country,1980,5.223376092
EA19,Terrestrial,Percent of total land/EEZ area,Country,1985,6.161175907
EA19,Terrestrial,Percent of total land/EEZ area,Country,1990,8.997424901
EA19,Terrestrial,Percent of total land/EEZ area,Country,1995,11.45431376
EA19,Terrestrial,Percent of total land/EEZ area,Country,2000,14.90789525
EA19,Terrestrial,Percent of total land/EEZ area,Country,2001,15.69431353
EA19,Terrestrial,Percent of total land/EEZ area,Country,2002,16.02091738
EA19,Terrestrial,Percent of total land/EEZ area,Country,2003,16.71810471
EA19,Terrestrial,Percent of total land/EEZ area,Country,2004,18.86780544
EA19,Terrestrial,Percent of total land/EEZ area,Country,2005,19.41029089
EA19,Terrestrial,Percent of total land/EEZ area,Country,2006,21.01812237
EA19,Terrestrial,Percent of total land/EEZ area,Country,2007,21.70548544
EA19,Terrestrial,Percent of total land/EEZ area,Country,2008,22.54576545
EA19,Terrestrial,Percent of total land/EEZ area,Country,2009,22.91282416
EA19,Terrestrial,Percent of total land/EEZ area,Country,2010,23.13329706
EA19,Terrestrial,Percent of total land/EEZ area,Country,2011,23.29103046
EA19,Terrestrial,Percent of total land/EEZ area,Country,2012,23.43987299
EA19,Terrestrial,Percent of total land/EEZ area,Country,2013,23.5378926
EA19,Terrestrial,Percent of total land/EEZ area,Country,2014,23.84906238
EA19,Terrestrial,Percent of total land/EEZ area,Country,2015,24.53481511
EA19,Terrestrial,Percent of total land/EEZ area,Country,2016,24.79076927
EA19,Terrestrial,Percent of total land/EEZ area,Country,2017,25.11999069
EA19,Terrestrial,Percent of total land/EEZ area,Country,2018,25.61989077
EA19,Terrestrial,Percent of total land/EEZ area,Country,2019,25.97725363
EA19,Terrestrial,Percent of total land/EEZ area,Country,2020,25.97734202
EA19,Terrestrial,Percent of total land/EEZ area,Country,2021,25.97734202
BLM,Terrestrial,Percent of total land/EEZ area,Country,1950,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1960,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1970,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1980,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1985,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1990,0
BLM,Terrestrial,Percent of total land/EEZ area,Country,1995,2.083333333
BLM,Terrestrial,Percent of total land/EEZ area,Country,2000,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2001,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2002,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2003,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2004,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2005,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2006,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2007,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2008,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2009,7.916666667
BLM,Terrestrial,Percent of total land/EEZ area,Country,2010,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2011,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2012,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2013,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2014,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2015,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2016,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2017,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2018,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2019,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2020,10
BLM,Terrestrial,Percent of total land/EEZ area,Country,2021,10
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1950,0.9246268103
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1960,1.136112378
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1970,1.83362654
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1980,3.817550009
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1985,4.495082289
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1990,6.344273545
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,1995,7.384130063
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2000,8.404078215
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2001,8.458700202
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2002,9.881197505
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2003,10.03223896
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2004,10.18282977
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2005,10.38441179
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2006,10.60457117
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2007,11.43377219
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2008,11.64695285
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2009,12.30782372
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2010,12.60219717
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2011,13.34504375
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2012,14.88909856
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2013,16.3532153
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2014,17.59476515
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2015,18.86659916
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2016,19.54540981
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2017,19.77933472
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2018,19.87695706
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2019,19.89504148
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2020,20.76971167
OECDAO,Terrestrial,Percent of total land/EEZ area,Country,2021,20.76971167
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1950,2.096330716
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1960,2.703562286
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1970,3.735384686
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1980,5.942119984
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1985,6.448904473
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1990,7.426294681
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,1995,8.195645695
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2000,9.166668582
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2001,9.320621971
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2002,9.584904954
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2003,9.89668763
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2004,9.985829737
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2005,10.17329588
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2006,10.25259124
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2007,10.43398097
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2008,10.85323845
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2009,11.14085627
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2010,11.25769579
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2011,11.38557819
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2012,11.4775368
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2013,11.64352884
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2014,11.69887524
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2015,11.82941168
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2016,11.93950294
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2017,11.98463254
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2018,12.23015005
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2019,12.49374347
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2020,12.63209967
OECDAM,Terrestrial,Percent of total land/EEZ area,Country,2021,12.63209967
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1950,0.1744593133
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1960,0.2267538018
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1970,0.5192273382
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1980,1.705000589
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1985,2.300078793
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1990,2.792987032
EECCA,Terrestrial,Percent of total land/EEZ area,Country,1995,4.079970117
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2000,7.642015703
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2001,8.583536194
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2002,8.866787919
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2003,9.078717488
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2004,9.151805768
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2005,9.56459064
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2006,9.607037364
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2007,9.72854485
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2008,9.785308065
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2009,9.955558637
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2010,10.18214836
EECCA,Terrestrial,Percent of total land/EEZ area,Country,2011,10.23121511
